pair,leg_x,leg_y,sector,direction,entry_date,exit_date,holding_days,entry_z,exit_z,hedge_ratio,half_life,pnl,exit_reason
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2011-05-03,2011-06-15,30,2.809704515097158,0.05844811117407205,0.7513838308993663,13.162862933816777,1027.6618746601494,convergence
XLY_XRT,XLY,XRT,CONSUMER_DISC,LONG,2011-06-20,2011-06-29,7,-2.7967000677265688,-0.2652600739188377,0.8015600438871172,5.816031226812846,2637.3760317126494,convergence
KBE_KRE,KBE,KRE,FINANCIALS,LONG,2011-06-20,2011-07-15,18,-2.7204983239739122,-2.0264429644470145,0.8769183308424208,6.088859880387083,-2773.676333112659,max_holding
KBE_KRE,KBE,KRE,FINANCIALS,LONG,2011-08-04,2011-08-30,18,-2.680752850613479,-1.1012940258878425,0.8769183308424208,6.088859880387083,-1758.4806379001789,max_holding
EWH_EWT,EWH,EWT,ASIA_DEV,LONG,2012-05-17,2012-06-04,11,-2.6956560648076553,-0.462350523095248,0.8435806360539525,6.647066686906392,3047.3315933310314,convergence
EWT_EWY,EWT,EWY,ASIA_DEV,SHORT,2013-04-05,2013-04-30,17,2.7633299842659005,1.663311490555755,0.8963190975894659,5.861134508198013,-2454.6594923145144,max_holding
EWU_EWN,EWU,EWN,EUROPE,SHORT,2013-04-26,2013-05-24,20,2.784927758248543,0.3942756034057208,0.6269020052943004,7.639732197056798,663.9390910333711,convergence
EWI_EWP,EWI,EWP,EUROPE,SHORT,2013-05-20,2013-06-12,16,2.8112907857855802,0.18760066688745403,0.7744935244718194,8.965892917483709,5608.391775762545,convergence
EWU_EWN,EWU,EWN,EUROPE,LONG,2013-06-20,2013-07-18,19,-2.5059762993808867,-0.42780200117558304,0.6269020052943004,7.639732197056798,2625.1415678660524,convergence
XOP_OIH,XOP,OIH,ENERGY,SHORT,2014-04-17,2014-04-25,5,3.0111599862335607,0.4372931787088547,1.1127426498537238,8.015689327240782,3673.681451646789,convergence
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2016-06-14,2016-06-20,4,-3.1261852953675677,-0.49014426637541636,0.8742229020130764,5.348316557882537,3454.250082105794,convergence
VGK_EWP,VGK,EWP,EUROPE,SHORT,2016-06-23,2016-06-27,2,2.644390225174378,-0.4564785215067116,0.6479289929251333,8.41601727703915,4952.486052159183,convergence
XLF_IAI,XLF,IAI,FINANCIALS,SHORT,2016-06-30,2016-07-07,4,2.572445059269049,0.24093809891127024,0.6082778067062804,6.330907776686568,2045.206459085481,convergence
EWU_EWP,EWU,EWP,EUROPE,SHORT,2016-06-20,2016-07-12,15,3.018320421949007,1.2128148043568903,0.7881475875431608,5.299385514668743,-740.5306494039373,max_holding
FEZ_EWU,FEZ,EWU,EUROPE,LONG,2016-06-24,2016-07-14,13,-2.7024297472816925,-0.45259908156595896,0.8418287911069942,6.080457459852237,2694.547742859728,convergence
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2016-06-24,2016-07-19,16,-3.45860124609619,-0.9121537532581688,0.8742229020130764,5.348316557882537,1143.2265260445456,max_holding
EWJ_DXJ,EWJ,DXJ,ASIA_DEV,SHORT,2016-06-27,2016-07-22,18,2.9463614153720084,0.5337488726424194,0.7525620687965349,6.271514300868031,3138.2851899894686,max_holding
IAU_SLV,IAU,SLV,COMMODITIES,LONG,2016-07-01,2016-07-27,17,-2.737750979670345,-1.8852394853846348,0.6977183882919844,5.792865443104273,-5157.312973359401,max_holding
GLD_SLV,GLD,SLV,COMMODITIES,LONG,2016-07-01,2016-07-27,17,-2.799858918595666,-1.8919610838616399,0.7016493514758871,5.82253145380678,-5283.9220702070725,max_holding
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2016-06-30,2016-07-29,20,3.15076467324484,0.7718915260615156,0.5599706092868469,6.876262268945673,1183.258889325411,max_holding
EWU_EWP,EWU,EWP,EUROPE,LONG,2016-09-09,2016-09-29,14,-2.860975818279848,-0.04351132226056795,0.7881475875431608,5.299385514668743,3680.0360571630745,convergence
XLF_IAI,XLF,IAI,FINANCIALS,LONG,2016-09-13,2016-10-07,18,-2.733767673367477,-0.7830801579055263,0.6082778067062804,6.330907776686568,-152.11407559274505,max_holding
VFH_IAI,VFH,IAI,FINANCIALS,LONG,2016-09-14,2016-10-10,18,-2.6220276286206414,-0.14720507525579582,0.5599706092868469,6.876262268945673,1643.1345494865866,convergence
XLF_IAI,XLF,IAI,FINANCIALS,SHORT,2016-11-10,2016-12-07,18,3.437788512904186,2.1540279324861396,0.6082778067062804,6.330907776686568,-4667.936352495362,max_holding
VFH_IAI,VFH,IAI,FINANCIALS,SHORT,2016-11-10,2016-12-09,20,3.8229547546043334,2.2060455757517174,0.5599706092868469,6.876262268945673,-8104.916805877503,max_holding
IWD_DVY,IWD,DVY,US_VALUE,LONG,2017-04-12,2017-05-11,20,-2.511408383140773,-0.4354341540136089,1.00009748656704,12.241092040686318,240.95028783007365,convergence
EWU_EWL,EWU,EWL,EUROPE,LONG,2017-05-04,2017-05-17,9,-3.1062819900844745,-0.29833634314800983,0.958479951035514,5.111681196889326,3981.6482392033536,convergence
VGK_EWL,VGK,EWL,EUROPE,SHORT,2017-04-24,2017-05-26,24,3.3950309799082126,0.43999657758301775,0.9800037833216717,8.365800725097653,794.1896461131391,convergence
VGK_EWL,VGK,EWL,EUROPE,SHORT,2017-06-08,2017-06-15,5,2.7679724025607286,0.3725106952477894,0.9800037833216717,8.365800725097653,1101.378824812496,convergence
VGK_EWL,VGK,EWL,EUROPE,LONG,2017-06-27,2017-07-06,6,-2.5487059525267446,-0.26611935460324,0.9800037833216717,8.365800725097653,1345.3968293547714,convergence
EWU_EWL,EWU,EWL,EUROPE,LONG,2017-06-20,2017-07-12,15,-2.6668207831736472,-1.1978311500618417,0.958479951035514,5.111681196889326,-209.01685853918457,max_holding
DIA_RSP,DIA,RSP,US_BROAD,LONG,2018-06-19,2018-07-19,21,-2.6223160336509737,-1.2513121407758667,1.6182500857726463,7.113637816560733,-979.6014217737219,max_holding
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-09-27,2018-10-11,10,2.6124281620272285,4.090652857120506,1.6182500857726463,7.113637816560733,-6465.31721840309,stop_loss
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-10-11,2018-11-09,21,4.090652857120506,1.0553519916639706,1.6182500857726463,7.113637816560733,-717.3847503122792,max_holding
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2018-12-20,2018-12-31,6,2.5645560063529462,1.815271943125228,1.6182500857726463,7.113637816560733,-357.3299533170275,period_end
IJR_VBK,IJR,VBK,US_SMALL,LONG,2019-06-06,2019-07-03,19,-2.786428516096198,-1.6955100546296664,1.081618948200894,6.418177738263386,-2783.8229562364822,max_holding
KRE_IAI,KRE,IAI,FINANCIALS,LONG,2019-06-06,2019-07-08,21,-2.5016831922443954,-1.42437941393227,1.4884903085455372,7.182875906431372,-326.6745067738841,max_holding
KRE_IAI,KRE,IAI,FINANCIALS,LONG,2019-07-16,2019-07-30,10,-2.5897786235788773,-0.1705017878059114,1.4884903085455372,7.182875906431372,6003.7905020273265,convergence
IJR_VBK,IJR,VBK,US_SMALL,SHORT,2019-09-10,2019-10-07,19,3.3444750228691214,0.9116698354787376,1.081618948200894,6.418177738263386,217.07769194586115,max_holding
KRE_IAI,KRE,IAI,FINANCIALS,SHORT,2019-10-01,2019-10-30,21,2.6712900641821955,0.809582010661207,1.4884903085455372,7.182875906431372,909.5902722877732,max_holding
DIA_RSP,DIA,RSP,US_BROAD,SHORT,2020-04-02,2020-04-27,16,2.70266181560771,0.2921944831728737,0.9573891228524416,6.346934817383057,3045.3914658542167,convergence
DIA_RSP,DIA,RSP,US_BROAD,LONG,2020-06-08,2020-06-22,10,-2.674468090581515,-0.33753284684504015,0.9573891228524416,6.346934817383057,3861.7328173731953,convergence
RSP_OEF,RSP,OEF,US_BROAD,SHORT,2020-06-04,2020-06-23,13,2.620268496528611,0.41171513057807807,0.7971598639449516,8.804754669507204,7227.279582540011,convergence
LQD_IGIB,LQD,IGIB,BONDS_CORP,SHORT,2021-06-17,2021-07-13,17,3.1788437475711815,1.2897670198941593,1.0931130284642228,5.827794897848419,-507.1014136643457,max_holding
LQD_VCIT,LQD,VCIT,BONDS_CORP,SHORT,2021-06-17,2021-07-13,17,3.06620853642,1.1967898565832045,1.117450960987107,5.677474585783511,-512.8872313776643,max_holding
LQD_IGIB,LQD,IGIB,BONDS_CORP,SHORT,2021-09-22,2021-09-28,4,2.7166001166862186,-0.928412287889731,1.0931130284642228,5.827794897848419,460.5029665297433,convergence
LQD_VCIT,LQD,VCIT,BONDS_CORP,SHORT,2021-09-22,2021-09-28,4,2.8741270842065556,-0.5730913326950998,1.117450960987107,5.677474585783511,351.3768919153231,convergence
DIA_RSP,DIA,RSP,US_BROAD,LONG,2022-05-19,2022-05-24,3,-2.7219339687031123,0.17113950574317977,0.7861457984042977,7.186027175147106,2105.369129551216,convergence
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-06-10,2022-06-17,5,2.863846213986089,0.14049407009979342,0.8842583660989936,6.288075854728301,3441.0415976527574,convergence
EWU_EWI,EWU,EWI,EUROPE,SHORT,2022-06-29,2022-07-26,18,2.7082085676116034,2.308448356805412,0.8842583660989936,6.288075854728301,-7833.040098604397,max_holding
EWU_EWI,EWU,EWI,EUROPE,LONG,2022-09-16,2022-10-12,18,-2.536960996005596,-0.975683503121436,0.8842583660989936,6.288075854728301,531.7947651381863,max_holding
EWJ_EWS,EWJ,EWS,ASIA_DEV,SHORT,2023-05-16,2023-06-28,29,2.835135801461418,1.3370015629288676,1.1065781060442081,9.846141690221737,-7409.979486565795,max_holding
EZU_EWU,EZU,EWU,EUROPE,SHORT,2023-06-28,2023-07-20,15,2.8011406227026994,-0.08806117100355225,1.3642039164699205,12.919627311750563,2143.397894367705,convergence
EZU_EWU,EZU,EWU,EUROPE,LONG,2023-09-14,2023-10-26,30,-3.1589528332679255,-0.3916310019931827,1.3642039164699205,12.919627311750563,575.4124334834471,convergence
EWU_EWL,EWU,EWL,EUROPE,SHORT,2024-03-28,2024-04-22,16,2.5143576869323905,1.4785846451320261,0.5678285749141995,5.532446725675178,-2510.820818855901,max_holding
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2024-06-04,2024-06-14,8,-3.4314238744084657,-4.0919026578502695,0.9673024836805407,7.301731784316772,-11540.067795190229,stop_loss
EWQ_EWL,EWQ,EWL,EUROPE,LONG,2024-06-14,2024-07-17,21,-4.0919026578502695,-1.477945747370699,0.9673024836805407,7.301731784316772,553.3752098356847,max_holding
